"X","leaid","year","total_schools.x","count_alt_school_schools","percent_alt","count_tracking_schools","percent_tracking","count_magnet_schools","percent_magnet","count_charter_schools","percent_charter"
14502,4109330,2015,2,NA,NA,NA,NA,NA,NA,2,1
14503,4109330,2017,2,NA,NA,NA,NA,NA,NA,1,0.5
14504,4109430,2011,1,NA,NA,NA,NA,NA,NA,1,1
14505,4109430,2013,1,NA,NA,NA,NA,NA,NA,1,1
14506,4109430,2015,1,NA,NA,NA,NA,NA,NA,1,1
14507,4109430,2017,1,NA,NA,NA,NA,NA,NA,1,1
14508,4109530,2011,1,NA,NA,1,1,NA,NA,NA,NA
14511,4109600,2011,1,NA,NA,1,1,NA,NA,1,1
14512,4109600,2013,1,NA,NA,NA,NA,NA,NA,1,1
14513,4109600,2015,1,NA,NA,NA,NA,NA,NA,1,1
14514,4109600,2017,1,NA,NA,NA,NA,NA,NA,1,1
14515,4109690,2011,1,NA,NA,1,1,NA,NA,NA,NA
14516,4109720,2011,1,NA,NA,1,1,NA,NA,1,1
14517,4109720,2013,1,NA,NA,NA,NA,NA,NA,1,1
14518,4109720,2015,1,NA,NA,NA,NA,NA,NA,1,1
14519,4109720,2017,1,NA,NA,NA,NA,NA,NA,1,1
14520,4109750,2011,1,NA,NA,1,1,NA,NA,NA,NA
14522,4110020,2011,1,NA,NA,1,1,NA,NA,NA,NA
14526,4110040,2011,32,1,0.03125,NA,NA,NA,NA,2,0.0625
14527,4110040,2013,32,1,0.03125,NA,NA,9,0.28125,2,0.0625
14528,4110040,2015,32,1,0.03125,NA,NA,NA,NA,2,0.0625
14529,4110040,2017,28,1,0.0357142857142857,NA,NA,NA,NA,2,0.0714285714285714
14534,4110200,2011,1,NA,NA,NA,NA,NA,NA,1,1
14535,4110200,2013,1,NA,NA,NA,NA,NA,NA,1,1
14536,4110200,2015,1,NA,NA,NA,NA,NA,NA,1,1
14537,4110200,2017,1,NA,NA,NA,NA,NA,NA,1,1
14538,4110350,2011,2,NA,NA,2,1,NA,NA,NA,NA
14542,4110520,2013,1,NA,NA,NA,NA,NA,NA,1,1
14543,4110520,2015,1,NA,NA,NA,NA,NA,NA,1,1
14544,4110520,2017,1,NA,NA,NA,NA,NA,NA,1,1
14549,4110680,2011,1,NA,NA,NA,NA,NA,NA,1,1
14550,4110680,2013,1,NA,NA,NA,NA,NA,NA,1,1
14551,4110680,2015,1,NA,NA,NA,NA,NA,NA,1,1
14552,4110680,2017,1,NA,NA,NA,NA,NA,NA,1,1
14553,4110890,2015,1,NA,NA,NA,NA,NA,NA,1,1
14554,4110890,2017,1,NA,NA,NA,NA,NA,NA,1,1
14555,4110980,2011,1,NA,NA,NA,NA,NA,NA,1,1
14556,4110980,2013,2,NA,NA,NA,NA,NA,NA,2,1
14557,4110980,2015,2,NA,NA,NA,NA,NA,NA,2,1
14558,4110980,2017,2,NA,NA,NA,NA,NA,NA,2,1
14559,4111040,2011,2,NA,NA,1,0.5,NA,NA,2,1
14560,4111040,2013,2,NA,NA,NA,NA,NA,NA,2,1
14561,4111040,2015,1,NA,NA,NA,NA,NA,NA,1,1
14562,4111040,2017,1,NA,NA,NA,NA,NA,NA,1,1
14563,4111220,2011,2,NA,NA,1,0.5,NA,NA,1,0.5
14564,4111220,2013,2,NA,NA,NA,NA,NA,NA,1,0.5
14565,4111220,2015,2,NA,NA,NA,NA,NA,NA,1,0.5
14566,4111220,2017,2,NA,NA,NA,NA,NA,NA,1,0.5
14568,4111290,2011,1,NA,NA,NA,NA,NA,NA,1,1
14570,4111290,2015,1,NA,NA,NA,NA,NA,NA,1,1
14571,4111290,2017,1,NA,NA,NA,NA,NA,NA,1,1
14572,4111400,2011,1,NA,NA,1,1,NA,NA,NA,NA
14576,4111450,2011,8,NA,NA,5,0.625,NA,NA,1,0.125
14577,4111450,2013,8,NA,NA,NA,NA,NA,NA,1,0.125
14578,4111450,2015,8,NA,NA,NA,NA,NA,NA,1,0.125
14579,4111450,2017,8,NA,NA,NA,NA,NA,NA,1,0.125
14580,4111580,2011,3,NA,NA,1,0.333333333333333,NA,NA,1,0.333333333333333
14581,4111580,2013,3,NA,NA,NA,NA,NA,NA,1,0.333333333333333
14582,4111580,2015,3,NA,NA,NA,NA,NA,NA,1,0.333333333333333
14583,4111580,2017,3,NA,NA,NA,NA,NA,NA,1,0.333333333333333
14592,4111720,2011,1,NA,NA,NA,NA,NA,NA,1,1
14593,4111720,2013,1,NA,NA,NA,NA,NA,NA,1,1
14594,4111720,2015,1,NA,NA,NA,NA,NA,NA,1,1
14595,4111720,2017,1,NA,NA,NA,NA,NA,NA,1,1
14596,4111910,2011,1,NA,NA,1,1,NA,NA,NA,NA
14598,4112240,2011,1,NA,NA,NA,NA,NA,NA,1,1
14599,4112240,2013,1,NA,NA,NA,NA,NA,NA,1,1
14600,4112240,2015,1,NA,NA,NA,NA,NA,NA,1,1
14601,4112240,2017,1,NA,NA,NA,NA,NA,NA,1,1
14603,4112540,2011,1,NA,NA,1,1,NA,NA,NA,NA
14613,4180180,2011,1,1,1,NA,NA,NA,NA,NA,NA
14617,4200013,2011,1,NA,NA,1,1,NA,NA,1,1
14618,4200013,2013,1,NA,NA,NA,NA,NA,NA,1,1
14619,4200013,2015,1,NA,NA,NA,NA,NA,NA,1,1
14620,4200013,2017,1,NA,NA,NA,NA,NA,NA,1,1
14621,4200014,2011,1,NA,NA,NA,NA,1,1,1,1
14622,4200014,2013,1,NA,NA,NA,NA,NA,NA,1,1
14623,4200014,2015,1,NA,NA,NA,NA,NA,NA,1,1
14624,4200014,2017,1,NA,NA,NA,NA,NA,NA,1,1
14625,4200017,2011,1,NA,NA,1,1,NA,NA,1,1
14626,4200017,2013,1,NA,NA,NA,NA,NA,NA,1,1
14627,4200017,2015,1,NA,NA,NA,NA,NA,NA,1,1
14628,4200017,2017,1,NA,NA,NA,NA,NA,NA,1,1
14629,4200020,2011,1,NA,NA,NA,NA,NA,NA,1,1
14630,4200020,2013,1,NA,NA,NA,NA,NA,NA,1,1
14631,4200020,2015,1,NA,NA,NA,NA,NA,NA,1,1
14632,4200020,2017,1,NA,NA,NA,NA,NA,NA,1,1
14633,4200021,2011,1,1,1,1,1,NA,NA,1,1
14634,4200024,2011,1,NA,NA,1,1,NA,NA,1,1
14635,4200024,2013,1,NA,NA,NA,NA,NA,NA,1,1
14636,4200024,2015,1,NA,NA,NA,NA,NA,NA,1,1
14637,4200030,2011,1,NA,NA,1,1,NA,NA,1,1
14638,4200030,2013,1,NA,NA,NA,NA,NA,NA,1,1
14639,4200030,2015,1,NA,NA,NA,NA,NA,NA,1,1
14640,4200030,2017,1,NA,NA,NA,NA,NA,NA,1,1
14641,4200035,2011,1,NA,NA,NA,NA,NA,NA,1,1
14642,4200035,2013,1,NA,NA,NA,NA,NA,NA,1,1
14643,4200035,2015,1,NA,NA,NA,NA,NA,NA,1,1
14644,4200035,2017,1,NA,NA,NA,NA,NA,NA,1,1
14645,4200039,2011,1,NA,NA,1,1,NA,NA,1,1
14646,4200039,2013,1,NA,NA,NA,NA,NA,NA,1,1
14647,4200039,2015,1,NA,NA,NA,NA,NA,NA,1,1
14648,4200039,2017,1,NA,NA,NA,NA,NA,NA,1,1
14649,4200041,2011,1,NA,NA,1,1,NA,NA,1,1
14650,4200041,2013,1,NA,NA,NA,NA,NA,NA,1,1
14651,4200041,2015,1,NA,NA,NA,NA,NA,NA,1,1
14652,4200041,2017,1,NA,NA,NA,NA,NA,NA,1,1
14653,4200043,2011,1,NA,NA,NA,NA,NA,NA,1,1
14654,4200043,2013,1,NA,NA,NA,NA,NA,NA,1,1
14655,4200043,2015,1,NA,NA,NA,NA,NA,NA,1,1
14656,4200043,2017,1,NA,NA,NA,NA,NA,NA,1,1
14657,4200044,2011,1,NA,NA,NA,NA,NA,NA,1,1
14658,4200044,2013,3,NA,NA,NA,NA,NA,NA,3,1
14659,4200044,2015,3,NA,NA,NA,NA,NA,NA,3,1
14660,4200044,2017,3,NA,NA,NA,NA,NA,NA,3,1
14661,4200050,2011,1,NA,NA,1,1,NA,NA,1,1
14662,4200050,2013,1,NA,NA,NA,NA,NA,NA,1,1
14663,4200050,2015,1,NA,NA,NA,NA,NA,NA,1,1
14664,4200050,2017,1,NA,NA,NA,NA,NA,NA,1,1
14665,4200051,2011,1,NA,NA,NA,NA,NA,NA,1,1
14666,4200051,2013,1,NA,NA,NA,NA,NA,NA,1,1
14667,4200051,2015,1,NA,NA,NA,NA,NA,NA,1,1
14668,4200051,2017,1,NA,NA,NA,NA,NA,NA,1,1
14669,4200052,2011,1,NA,NA,NA,NA,NA,NA,1,1
14670,4200052,2013,1,NA,NA,NA,NA,NA,NA,1,1
14671,4200052,2015,1,NA,NA,NA,NA,NA,NA,1,1
14672,4200052,2017,1,NA,NA,NA,NA,NA,NA,1,1
14673,4200054,2011,1,NA,NA,NA,NA,NA,NA,1,1
14674,4200054,2013,1,NA,NA,NA,NA,NA,NA,1,1
14675,4200055,2011,1,NA,NA,NA,NA,NA,NA,1,1
14676,4200055,2013,1,NA,NA,NA,NA,NA,NA,1,1
14677,4200055,2015,1,NA,NA,NA,NA,NA,NA,1,1
14678,4200055,2017,1,NA,NA,NA,NA,NA,NA,1,1
14679,4200056,2011,1,NA,NA,NA,NA,NA,NA,1,1
14680,4200056,2013,1,NA,NA,NA,NA,NA,NA,1,1
14681,4200056,2015,1,NA,NA,NA,NA,NA,NA,1,1
14682,4200056,2017,1,NA,NA,NA,NA,NA,NA,1,1
14683,4200061,2011,1,NA,NA,1,1,NA,NA,1,1
14684,4200061,2013,1,NA,NA,NA,NA,NA,NA,1,1
14685,4200061,2015,1,NA,NA,NA,NA,NA,NA,1,1
14686,4200061,2017,1,NA,NA,NA,NA,NA,NA,1,1
14687,4200062,2011,1,NA,NA,1,1,NA,NA,1,1
14688,4200062,2013,1,NA,NA,NA,NA,NA,NA,1,1
14689,4200062,2015,1,NA,NA,NA,NA,NA,NA,1,1
14690,4200062,2017,1,NA,NA,NA,NA,NA,NA,1,1
14691,4200063,2011,1,NA,NA,NA,NA,NA,NA,1,1
14692,4200063,2013,1,NA,NA,NA,NA,NA,NA,1,1
14693,4200063,2015,1,NA,NA,NA,NA,NA,NA,1,1
14694,4200063,2017,1,NA,NA,NA,NA,NA,NA,1,1
14695,4200067,2011,1,NA,NA,1,1,NA,NA,1,1
14696,4200067,2013,1,NA,NA,NA,NA,NA,NA,1,1
14697,4200067,2015,1,NA,NA,NA,NA,NA,NA,1,1
14698,4200067,2017,1,NA,NA,NA,NA,NA,NA,1,1
14699,4200068,2017,1,NA,NA,NA,NA,NA,NA,1,1
14700,4200070,2011,1,NA,NA,NA,NA,NA,NA,1,1
14701,4200070,2013,1,NA,NA,NA,NA,NA,NA,1,1
14702,4200070,2015,1,NA,NA,NA,NA,NA,NA,1,1
14703,4200070,2017,1,NA,NA,NA,NA,NA,NA,1,1
14704,4200071,2011,1,NA,NA,NA,NA,NA,NA,1,1
14705,4200071,2013,1,NA,NA,NA,NA,NA,NA,1,1
14706,4200071,2015,1,NA,NA,NA,NA,NA,NA,1,1
14707,4200071,2017,1,NA,NA,NA,NA,NA,NA,1,1
14708,4200073,2011,1,NA,NA,NA,NA,NA,NA,1,1
14709,4200073,2013,1,NA,NA,NA,NA,NA,NA,1,1
14710,4200073,2015,1,NA,NA,NA,NA,NA,NA,1,1
14711,4200073,2017,1,NA,NA,NA,NA,NA,NA,1,1
14712,4200074,2011,1,NA,NA,NA,NA,NA,NA,1,1
14713,4200074,2013,1,NA,NA,NA,NA,NA,NA,1,1
14714,4200074,2015,1,NA,NA,NA,NA,NA,NA,1,1
14715,4200074,2017,1,NA,NA,NA,NA,NA,NA,1,1
14716,4200075,2011,1,NA,NA,NA,NA,NA,NA,1,1
14717,4200075,2013,1,NA,NA,NA,NA,NA,NA,1,1
14718,4200075,2015,1,NA,NA,NA,NA,NA,NA,1,1
14719,4200075,2017,1,NA,NA,NA,NA,NA,NA,1,1
14720,4200079,2017,1,NA,NA,NA,NA,NA,NA,1,1
14721,4200080,2011,1,NA,NA,NA,NA,NA,NA,1,1
14722,4200081,2011,1,NA,NA,NA,NA,NA,NA,1,1
14723,4200085,2011,1,NA,NA,1,1,NA,NA,1,1
14724,4200085,2013,1,NA,NA,NA,NA,NA,NA,1,1
14725,4200085,2015,1,NA,NA,NA,NA,NA,NA,1,1
14726,4200085,2017,1,NA,NA,NA,NA,NA,NA,1,1
14727,4200087,2011,1,NA,NA,1,1,NA,NA,1,1
14728,4200087,2013,1,NA,NA,NA,NA,NA,NA,1,1
14729,4200087,2015,1,NA,NA,NA,NA,NA,NA,1,1
14730,4200087,2017,1,NA,NA,NA,NA,NA,NA,1,1
14731,4200088,2011,1,NA,NA,NA,NA,NA,NA,1,1
14732,4200088,2013,1,NA,NA,NA,NA,NA,NA,1,1
14733,4200088,2015,1,NA,NA,NA,NA,NA,NA,1,1
14734,4200088,2017,1,NA,NA,NA,NA,NA,NA,1,1
14735,4200093,2011,1,NA,NA,NA,NA,NA,NA,1,1
14736,4200093,2013,1,NA,NA,NA,NA,NA,NA,1,1
14737,4200093,2015,1,NA,NA,NA,NA,NA,NA,1,1
14738,4200093,2017,1,NA,NA,NA,NA,NA,NA,1,1
14739,4200095,2011,1,NA,NA,NA,NA,NA,NA,1,1
14740,4200095,2013,1,NA,NA,NA,NA,NA,NA,1,1
14741,4200095,2015,1,NA,NA,NA,NA,NA,NA,1,1
14742,4200095,2017,1,NA,NA,NA,NA,NA,NA,1,1
14743,4200096,2011,1,NA,NA,NA,NA,NA,NA,1,1
14744,4200096,2013,1,NA,NA,NA,NA,NA,NA,1,1
14745,4200096,2015,1,NA,NA,NA,NA,NA,NA,1,1
14746,4200096,2017,1,NA,NA,NA,NA,NA,NA,1,1
14747,4200098,2011,1,NA,NA,1,1,NA,NA,1,1
14748,4200098,2013,1,NA,NA,NA,NA,NA,NA,1,1
14749,4200098,2015,1,NA,NA,NA,NA,NA,NA,1,1
14750,4200098,2017,1,NA,NA,NA,NA,NA,NA,1,1
14751,4200101,2011,1,NA,NA,1,1,NA,NA,1,1
14752,4200101,2013,1,NA,NA,NA,NA,NA,NA,1,1
14753,4200101,2015,1,NA,NA,NA,NA,NA,NA,1,1
14754,4200101,2017,1,NA,NA,NA,NA,NA,NA,1,1
14755,4200102,2011,1,NA,NA,NA,NA,NA,NA,1,1
14756,4200104,2011,1,NA,NA,NA,NA,NA,NA,1,1
14757,4200104,2013,1,NA,NA,NA,NA,NA,NA,1,1
14758,4200104,2015,1,NA,NA,NA,NA,NA,NA,1,1
14759,4200104,2017,1,NA,NA,NA,NA,NA,NA,1,1
14760,4200106,2011,1,NA,NA,NA,NA,NA,NA,1,1
14761,4200106,2013,1,NA,NA,NA,NA,NA,NA,1,1
14762,4200106,2015,1,NA,NA,NA,NA,NA,NA,1,1
14763,4200106,2017,1,NA,NA,NA,NA,NA,NA,1,1
14764,4200108,2011,1,NA,NA,1,1,NA,NA,1,1
14765,4200108,2013,1,NA,NA,NA,NA,NA,NA,1,1
14766,4200108,2015,1,NA,NA,NA,NA,NA,NA,1,1
14767,4200108,2017,1,NA,NA,NA,NA,NA,NA,1,1
14768,4200111,2011,1,NA,NA,1,1,NA,NA,1,1
14769,4200111,2013,1,NA,NA,NA,NA,NA,NA,1,1
14770,4200111,2015,1,NA,NA,NA,NA,NA,NA,1,1
14771,4200111,2017,1,NA,NA,NA,NA,NA,NA,1,1
14772,4200118,2011,1,NA,NA,1,1,NA,NA,1,1
14773,4200118,2013,1,NA,NA,NA,NA,NA,NA,1,1
14774,4200118,2015,1,NA,NA,NA,NA,NA,NA,1,1
14775,4200118,2017,1,NA,NA,NA,NA,NA,NA,1,1
14776,4200119,2011,1,NA,NA,1,1,NA,NA,1,1
14777,4200119,2013,1,NA,NA,NA,NA,NA,NA,1,1
14778,4200119,2015,1,NA,NA,NA,NA,NA,NA,1,1
14779,4200119,2017,1,NA,NA,NA,NA,NA,NA,1,1
14780,4200120,2011,1,NA,NA,1,1,NA,NA,1,1
14781,4200121,2011,1,NA,NA,NA,NA,NA,NA,1,1
14782,4200121,2013,1,NA,NA,NA,NA,NA,NA,1,1
14783,4200121,2015,1,NA,NA,NA,NA,NA,NA,1,1
14784,4200121,2017,1,NA,NA,NA,NA,NA,NA,1,1
14785,4200122,2015,1,NA,NA,NA,NA,NA,NA,1,1
14786,4200122,2017,1,NA,NA,NA,NA,NA,NA,1,1
14787,4200123,2015,1,NA,NA,NA,NA,NA,NA,1,1
14788,4200123,2017,1,NA,NA,NA,NA,NA,NA,1,1
14789,4200125,2011,1,NA,NA,NA,NA,NA,NA,1,1
14790,4200125,2013,1,NA,NA,NA,NA,NA,NA,1,1
14791,4200125,2015,1,NA,NA,NA,NA,NA,NA,1,1
14792,4200125,2017,1,NA,NA,NA,NA,NA,NA,1,1
14793,4200126,2011,1,NA,NA,NA,NA,NA,NA,1,1
14794,4200126,2013,1,NA,NA,NA,NA,NA,NA,1,1
14795,4200126,2015,1,NA,NA,NA,NA,NA,NA,1,1
14796,4200126,2017,1,NA,NA,NA,NA,NA,NA,1,1
14797,4200127,2011,1,NA,NA,1,1,NA,NA,1,1
14798,4200127,2013,1,NA,NA,NA,NA,NA,NA,1,1
14799,4200127,2015,1,NA,NA,NA,NA,NA,NA,1,1
14800,4200127,2017,1,NA,NA,NA,NA,NA,NA,1,1
14801,4200129,2011,1,NA,NA,NA,NA,NA,NA,1,1
14802,4200129,2013,1,NA,NA,NA,NA,NA,NA,1,1
14803,4200129,2015,1,NA,NA,NA,NA,NA,NA,1,1
14804,4200129,2017,1,NA,NA,NA,NA,NA,NA,1,1
14805,4200131,2011,1,NA,NA,NA,NA,NA,NA,1,1
14806,4200131,2013,1,NA,NA,NA,NA,NA,NA,1,1
14807,4200131,2015,1,NA,NA,NA,NA,NA,NA,1,1
14808,4200131,2017,1,NA,NA,NA,NA,NA,NA,1,1
14809,4200134,2011,1,NA,NA,1,1,NA,NA,1,1
14810,4200134,2013,1,NA,NA,NA,NA,NA,NA,1,1
14811,4200134,2015,1,NA,NA,NA,NA,NA,NA,1,1
14812,4200134,2017,1,NA,NA,NA,NA,NA,NA,1,1
14813,4200135,2011,1,NA,NA,1,1,NA,NA,1,1
14814,4200135,2013,1,NA,NA,NA,NA,NA,NA,1,1
14815,4200135,2015,1,NA,NA,NA,NA,NA,NA,1,1
14816,4200135,2017,1,NA,NA,NA,NA,NA,NA,1,1
14817,4200136,2011,1,1,1,NA,NA,NA,NA,1,1
14818,4200136,2013,1,NA,NA,NA,NA,NA,NA,1,1
14819,4200136,2015,1,NA,NA,NA,NA,NA,NA,1,1
14820,4200136,2017,1,NA,NA,NA,NA,NA,NA,1,1
14821,4200137,2011,1,NA,NA,1,1,NA,NA,1,1
14822,4200137,2013,1,NA,NA,NA,NA,NA,NA,1,1
14823,4200137,2015,1,NA,NA,NA,NA,NA,NA,1,1
14824,4200137,2017,1,NA,NA,NA,NA,NA,NA,1,1
14825,4200139,2011,1,NA,NA,1,1,NA,NA,1,1
14826,4200139,2013,1,NA,NA,NA,NA,NA,NA,1,1
14827,4200139,2015,1,NA,NA,NA,NA,NA,NA,1,1
14828,4200139,2017,1,NA,NA,NA,NA,NA,NA,1,1
14829,4200140,2011,1,NA,NA,NA,NA,NA,NA,1,1
14830,4200140,2013,1,NA,NA,NA,NA,NA,NA,1,1
14831,4200140,2015,1,NA,NA,NA,NA,NA,NA,1,1
14832,4200140,2017,1,NA,NA,NA,NA,NA,NA,1,1
14833,4200141,2011,1,NA,NA,NA,NA,NA,NA,1,1
14834,4200141,2013,1,NA,NA,NA,NA,NA,NA,1,1
14835,4200141,2015,1,NA,NA,NA,NA,NA,NA,1,1
14836,4200141,2017,1,NA,NA,NA,NA,NA,NA,1,1
14837,4200144,2013,1,NA,NA,NA,NA,NA,NA,1,1
14838,4200144,2015,1,NA,NA,NA,NA,NA,NA,1,1
14839,4200144,2017,1,NA,NA,NA,NA,NA,NA,1,1
14840,4200752,2011,1,NA,NA,1,1,NA,NA,1,1
14841,4200752,2013,1,NA,NA,NA,NA,NA,NA,1,1
14842,4200752,2015,1,NA,NA,NA,NA,NA,NA,1,1
14843,4200753,2013,1,NA,NA,NA,NA,NA,NA,1,1
14844,4200753,2015,1,NA,NA,NA,NA,NA,NA,1,1
14845,4200753,2017,1,NA,NA,NA,NA,NA,NA,1,1
14846,4200758,2013,1,NA,NA,NA,NA,NA,NA,1,1
14847,4200758,2015,1,NA,NA,NA,NA,NA,NA,1,1
14848,4200758,2017,1,NA,NA,NA,NA,NA,NA,1,1
14849,4200762,2011,1,NA,NA,NA,NA,NA,NA,1,1
14850,4200762,2013,1,NA,NA,NA,NA,NA,NA,1,1
14851,4200762,2015,1,NA,NA,NA,NA,NA,NA,1,1
14852,4200762,2017,1,NA,NA,NA,NA,NA,NA,1,1
14853,4200810,2011,1,NA,NA,1,1,NA,NA,1,1
14854,4200810,2013,1,NA,NA,NA,NA,NA,NA,1,1
14855,4200810,2015,1,NA,NA,NA,NA,NA,NA,1,1
14856,4200810,2017,1,NA,NA,NA,NA,NA,NA,1,1
14857,4200812,2013,1,NA,NA,NA,NA,NA,NA,1,1
14858,4200812,2015,1,NA,NA,NA,NA,NA,NA,1,1
14859,4200812,2017,1,NA,NA,NA,NA,NA,NA,1,1
14860,4200813,2011,1,NA,NA,NA,NA,NA,NA,1,1
14861,4200813,2013,1,NA,NA,NA,NA,NA,NA,1,1
14862,4200813,2015,1,NA,NA,NA,NA,NA,NA,1,1
14863,4200813,2017,1,NA,NA,NA,NA,NA,NA,1,1
14864,4200816,2013,1,NA,NA,NA,NA,NA,NA,1,1
14865,4200816,2015,1,NA,NA,NA,NA,NA,NA,1,1
14866,4200816,2017,1,NA,NA,NA,NA,NA,NA,1,1
14867,4200817,2011,1,NA,NA,NA,NA,NA,NA,1,1
14868,4200817,2013,1,NA,NA,NA,NA,NA,NA,1,1
14869,4200817,2015,1,NA,NA,NA,NA,NA,NA,1,1
14870,4200817,2017,1,NA,NA,NA,NA,NA,NA,1,1
14871,4200818,2013,1,NA,NA,NA,NA,NA,NA,1,1
14872,4200818,2015,1,NA,NA,NA,NA,NA,NA,1,1
14873,4200819,2013,1,NA,NA,NA,NA,NA,NA,1,1
14874,4200819,2015,1,NA,NA,NA,NA,NA,NA,1,1
14875,4200819,2017,1,NA,NA,NA,NA,NA,NA,1,1
14876,4200821,2013,1,NA,NA,NA,NA,NA,NA,1,1
14877,4200821,2015,1,NA,NA,NA,NA,NA,NA,1,1
14878,4200821,2017,1,NA,NA,NA,NA,NA,NA,1,1
14879,4200827,2011,1,NA,NA,NA,NA,NA,NA,1,1
14880,4200827,2013,1,NA,NA,NA,NA,NA,NA,1,1
14881,4200827,2015,1,NA,NA,NA,NA,NA,NA,1,1
14882,4200827,2017,1,NA,NA,NA,NA,NA,NA,1,1
14883,4200828,2011,1,NA,NA,1,1,NA,NA,1,1
14884,4200828,2013,1,NA,NA,NA,NA,NA,NA,1,1
14885,4200828,2015,1,NA,NA,NA,NA,NA,NA,1,1
14886,4200828,2017,1,NA,NA,NA,NA,NA,NA,1,1
14887,4200830,2011,1,NA,NA,1,1,NA,NA,1,1
14888,4200830,2013,1,NA,NA,NA,NA,NA,NA,1,1
14889,4200830,2015,1,NA,NA,NA,NA,NA,NA,1,1
14890,4200830,2017,1,NA,NA,NA,NA,NA,NA,1,1
14891,4200832,2017,1,NA,NA,NA,NA,NA,NA,1,1
14892,4200833,2015,1,NA,NA,NA,NA,NA,NA,1,1
14893,4200835,2011,1,NA,NA,1,1,NA,NA,1,1
14894,4200835,2013,1,NA,NA,NA,NA,NA,NA,1,1
14895,4200835,2015,1,NA,NA,NA,NA,NA,NA,1,1
14896,4200835,2017,1,NA,NA,NA,NA,NA,NA,1,1
14897,4200840,2013,1,NA,NA,NA,NA,NA,NA,1,1
14898,4200841,2013,1,NA,NA,NA,NA,NA,NA,1,1
14899,4200841,2015,1,NA,NA,NA,NA,NA,NA,1,1
14900,4200841,2017,1,NA,NA,NA,NA,NA,NA,1,1
14901,4200845,2015,1,NA,NA,NA,NA,NA,NA,1,1
14902,4200845,2017,1,NA,NA,NA,NA,NA,NA,1,1
14903,4200846,2017,1,NA,NA,NA,NA,NA,NA,1,1
14904,4200849,2015,1,NA,NA,NA,NA,NA,NA,1,1
14905,4200849,2017,1,NA,NA,NA,NA,NA,NA,1,1
14906,4200850,2015,1,NA,NA,NA,NA,NA,NA,1,1
14907,4200850,2017,1,NA,NA,NA,NA,NA,NA,1,1
14908,4200852,2015,1,NA,NA,NA,NA,NA,NA,1,1
14909,4200852,2017,1,NA,NA,NA,NA,NA,NA,1,1
14910,4200853,2017,1,NA,NA,NA,NA,NA,NA,1,1
14911,4200854,2015,1,NA,NA,NA,NA,NA,NA,1,1
14912,4200854,2017,1,NA,NA,NA,NA,NA,NA,1,1
14913,4200857,2015,1,NA,NA,NA,NA,NA,NA,1,1
14914,4200857,2017,1,NA,NA,NA,NA,NA,NA,1,1
14915,4200858,2015,1,NA,NA,NA,NA,NA,NA,1,1
14916,4200858,2017,1,NA,NA,NA,NA,NA,NA,1,1
14917,4200859,2015,1,NA,NA,NA,NA,NA,NA,1,1
14918,4200859,2017,1,NA,NA,NA,NA,NA,NA,1,1
14919,4200862,2013,1,NA,NA,NA,NA,NA,NA,1,1
14920,4200862,2015,1,NA,NA,NA,NA,NA,NA,1,1
14921,4200862,2017,1,NA,NA,NA,NA,NA,NA,1,1
14922,4200863,2013,1,NA,NA,NA,NA,NA,NA,1,1
14923,4200863,2015,1,NA,NA,NA,NA,NA,NA,1,1
14924,4200863,2017,1,NA,NA,NA,NA,NA,NA,1,1
14925,4200865,2013,1,NA,NA,NA,NA,NA,NA,1,1
14926,4200866,2013,1,NA,NA,NA,NA,NA,NA,1,1
14927,4200866,2015,1,NA,NA,NA,NA,NA,NA,1,1
14928,4200866,2017,1,NA,NA,NA,NA,NA,NA,1,1
14929,4200867,2013,1,NA,NA,NA,NA,NA,NA,1,1
14930,4200867,2015,1,NA,NA,NA,NA,NA,NA,1,1
14931,4200867,2017,1,NA,NA,NA,NA,NA,NA,1,1
14932,4200872,2013,1,NA,NA,NA,NA,NA,NA,1,1
14933,4200872,2015,1,NA,NA,NA,NA,NA,NA,1,1
14934,4200872,2017,1,NA,NA,NA,NA,NA,NA,1,1
14935,4200874,2015,1,NA,NA,NA,NA,NA,NA,1,1
14936,4200874,2017,1,NA,NA,NA,NA,NA,NA,1,1
14937,4200877,2013,1,NA,NA,NA,NA,NA,NA,1,1
14938,4200877,2015,1,NA,NA,NA,NA,NA,NA,1,1
14939,4200879,2017,1,NA,NA,NA,NA,NA,NA,1,1
14940,4200887,2017,1,NA,NA,NA,NA,NA,NA,1,1
14941,4200892,2017,1,NA,NA,NA,NA,NA,NA,1,1
14942,4200898,2017,1,NA,NA,NA,NA,NA,NA,1,1
14944,4204590,2017,1,1,1,NA,NA,NA,NA,NA,NA
14949,4209300,2011,9,1,0.111111111111111,9,1,NA,NA,NA,NA
14953,4210530,2011,1,NA,NA,1,1,NA,NA,NA,NA
14959,4211580,2017,1,NA,NA,NA,NA,1,1,NA,NA
14964,4212170,2011,4,NA,NA,4,1,NA,NA,NA,NA
14968,4212540,2011,2,NA,NA,2,1,NA,NA,NA,NA
14972,4213140,2011,1,1,1,NA,NA,NA,NA,NA,NA
14979,4215330,2011,1,1,1,NA,NA,NA,NA,NA,NA
14982,4216500,2011,1,NA,NA,1,1,NA,NA,NA,NA
14985,4216500,2017,2,1,0.5,NA,NA,NA,NA,NA,NA
14986,4218990,2011,101,NA,NA,NA,NA,3,0.0297029702970297,NA,NA
